[OUTPUT] [DEBUG DLIOBenchmark.__init__] After LoadConfig:
[OUTPUT]   storage_type   = <StorageType.LOCAL_FS: 'local_fs'>
[OUTPUT]   storage_root   = './'
[OUTPUT]   storage_options= None
[OUTPUT]   data_folder    = '/mnt/glfs/GalaxSphere-4Tier0/training/unet3d'
[OUTPUT]   framework      = <FrameworkType.PYTORCH: 'pytorch'>
[OUTPUT]   num_files_train= 280000
[OUTPUT]   record_length  = 146600628
[OUTPUT]   generate_data  = False
[OUTPUT]   do_train       = True
[OUTPUT]   do_checkpoint  = False
[OUTPUT]   epochs         = 5
[OUTPUT]   batch_size     = 7
[OUTPUT] 2026-07-09T20:45:52.633835 Running DLIO [Training] with 80 process(es)
[OUTPUT] 2026-07-09T20:45:52.662234 skip_listing [train]: validating 280,000 of 280,000 files (first, last, every 1) via HEAD requests ...
[OUTPUT] 2026-07-09T20:45:52.688328 skip_listing [train]:   500/280,000 checked (0%)  —  19270 checks/s  —  ETA 15s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.702940 skip_listing [train]:   1,000/280,000 checked (0%)  —  24655 checks/s  —  ETA 11s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.717833 skip_listing [train]:   1,500/280,000 checked (1%)  —  27050 checks/s  —  ETA 10s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.730181 skip_listing [train]:   2,000/280,000 checked (1%)  —  29498 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.746340 skip_listing [train]:   2,500/280,000 checked (1%)  —  29775 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.763191 skip_listing [train]:   3,000/280,000 checked (1%)  —  29758 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.777958 skip_listing [train]:   3,500/280,000 checked (1%)  —  30282 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.790928 skip_listing [train]:   4,000/280,000 checked (1%)  —  31117 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.803103 skip_listing [train]:   4,500/280,000 checked (2%)  —  31977 checks/s  —  ETA 9s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.815626 skip_listing [train]:   5,000/280,000 checked (2%)  —  32626 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.828602 skip_listing [train]:   5,500/280,000 checked (2%)  —  33088 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.842077 skip_listing [train]:   6,000/280,000 checked (2%)  —  33389 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.855453 skip_listing [train]:   6,500/280,000 checked (2%)  —  33665 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.866491 skip_listing [train]:   7,000/280,000 checked (2%)  —  34294 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.879494 skip_listing [train]:   7,500/280,000 checked (3%)  —  34543 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.891564 skip_listing [train]:   8,000/280,000 checked (3%)  —  34906 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.905722 skip_listing [train]:   8,500/280,000 checked (3%)  —  34930 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.919090 skip_listing [train]:   9,000/280,000 checked (3%)  —  35058 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.932104 skip_listing [train]:   9,500/280,000 checked (3%)  —  35221 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.944545 skip_listing [train]:   10,000/280,000 checked (4%)  —  35440 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.959265 skip_listing [train]:   10,500/280,000 checked (4%)  —  35367 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.971766 skip_listing [train]:   11,000/280,000 checked (4%)  —  35554 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.984155 skip_listing [train]:   11,500/280,000 checked (4%)  —  35739 checks/s  —  ETA 8s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:52.994881 skip_listing [train]:   12,000/280,000 checked (4%)  —  36090 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.004885 skip_listing [train]:   12,500/280,000 checked (4%)  —  36495 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.016661 skip_listing [train]:   13,000/280,000 checked (5%)  —  36694 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.030709 skip_listing [train]:   13,500/280,000 checked (5%)  —  36652 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.045109 skip_listing [train]:   14,000/280,000 checked (5%)  —  36579 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.056083 skip_listing [train]:   14,500/280,000 checked (5%)  —  36829 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.069043 skip_listing [train]:   15,000/280,000 checked (5%)  —  36885 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.082832 skip_listing [train]:   15,500/280,000 checked (6%)  —  36865 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.096613 skip_listing [train]:   16,000/280,000 checked (6%)  —  36846 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.110058 skip_listing [train]:   16,500/280,000 checked (6%)  —  36856 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.125181 skip_listing [train]:   17,000/280,000 checked (6%)  —  36733 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.136316 skip_listing [train]:   17,500/280,000 checked (6%)  —  36925 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.151850 skip_listing [train]:   18,000/280,000 checked (6%)  —  36774 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.163035 skip_listing [train]:   18,500/280,000 checked (7%)  —  36952 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.178674 skip_listing [train]:   19,000/280,000 checked (7%)  —  36801 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.193729 skip_listing [train]:   19,500/280,000 checked (7%)  —  36699 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.204205 skip_listing [train]:   20,000/280,000 checked (7%)  —  36912 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.218398 skip_listing [train]:   20,500/280,000 checked (7%)  —  36869 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.233762 skip_listing [train]:   21,000/280,000 checked (8%)  —  36753 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.245430 skip_listing [train]:   21,500/280,000 checked (8%)  —  36875 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.258370 skip_listing [train]:   22,000/280,000 checked (8%)  —  36913 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.270758 skip_listing [train]:   22,500/280,000 checked (8%)  —  36984 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.284202 skip_listing [train]:   23,000/280,000 checked (8%)  —  36988 checks/s  —  ETA 7s  —  0 failed so far
[OUTPUT] 2026-07-09T20:45:53.296531 skip_listing [train]:   23,500/280,000 checked (8%)  —  37057 checks/s  —  ETA 7s  —  0 failed so far
